datetime,Eólica,Hidráulica,Otras renovables,Residuos renovables,Solar fotovoltaica,Solar térmica,hora,dia_semana,mes,es_fin_semana,trimestre
2025-03-05 23:00:00+00:00,245799.016,122257.421,12013.928,2071.5735,83466.108,4425.886,23,2,3,0,1
2025-03-06 23:00:00+00:00,286320.447,108112.065,10305.999,1625.501,62693.971,434.347,23,3,3,0,1
2025-03-07 23:00:00+00:00,346136.922,70747.259,9371.52,1648.431,54042.588,279.129,23,4,3,0,1
2025-03-08 23:00:00+00:00,172933.558,95735.186,9694.318,1646.432,98163.067,653.215,23,5,3,1,1
2025-03-09 23:00:00+00:00,136875.088,148380.795,9920.758,1724.0705,90641.157,476.654,23,6,3,1,1
2025-03-10 23:00:00+00:00,181191.065,151626.236,9202.549,2123.1905,98427.995,2044.494,23,0,3,0,1
2025-03-11 23:00:00+00:00,195917.41,154338.028,9999.892,2075.7935,93410.638,278.119,23,1,3,0,1
2025-03-12 23:00:00+00:00,180976.327,173223.469,10813.304,2056.71,66347.278,0.105,23,2,3,0,1
2025-03-13 23:00:00+00:00,211326.883,162648.734,10631.438,1841.5625,107861.718,2486.948,23,3,3,0,1
2025-03-14 23:00:00+00:00,142555.928,153010.798,9151.624,1609.1615,132740.821,10763.073,23,4,3,0,1
2025-03-15 23:00:00+00:00,95673.35,152149.767,9352.507,1679.3205,106729.364,5061.714,23,5,3,1,1
2025-03-16 23:00:00+00:00,141298.932,168384.836,9446.726,1562.0715,75445.347,682.248,23,6,3,1,1
2025-03-17 23:00:00+00:00,235911.996,162029.991,9701.24,1613.963,78523.652,1450.899,23,0,3,0,1
2025-03-18 23:00:00+00:00,270369.62,123935.658,8389.761,1540.6995,112796.581,6132.146,23,1,3,0,1
2025-03-19 23:00:00+00:00,371905.806,115157.978,7498.117,1382.1575,84961.852,1221.16,23,2,3,0,1
2025-03-20 23:00:00+00:00,347581.174,119445.811,7430.945,1386.8135,83193.394,1368.242,23,3,3,0,1
2025-03-21 23:00:00+00:00,244267.166,128037.332,7561.133,1580.465,90366.314,1947.928,23,4,3,0,1
2025-03-22 23:00:00+00:00,164857.193,134835.956,7226.301,1555.889,107283.494,3741.72,23,5,3,1,1
2025-03-23 23:00:00+00:00,161318.036,157690.589,6377.726,1357.9655,140214.961,11023.619,23,6,3,1,1
2025-03-24 23:00:00+00:00,165778.058,174366.222,7310.68,1451.9855,138704.344,12670.616,23,0,3,0,1
2025-03-25 23:00:00+00:00,170079.123,169332.538,8169.661,1356.215,135834.492,17146.581,23,1,3,0,1
2025-03-26 23:00:00+00:00,158243.564,170333.921,8272.3,1519.5145,136498.491,17254.502,23,2,3,0,1
2025-03-27 23:00:00+00:00,187088.711,157427.449,7821.648,1559.5245,139163.604,19575.086,23,3,3,0,1
2025-03-28 23:00:00+00:00,233087.191,118316.297,6734.677,1134.7245,133615.339,21049.109,23,4,3,0,1
2025-03-29 23:00:00+00:00,170865.112,90054.24,6364.284,1130.4805,123153.618,18343.162,23,5,3,1,1
2025-03-30 22:00:00+00:00,113440.718,120989.531,6892.655,1157.4855,151507.445,23070.65,22,6,3,1,1
2025-03-31 22:00:00+00:00,54810.0,146921.899,9473.883,1209.8445,139954.088,9365.733,22,0,3,0,1
2025-04-01 22:00:00+00:00,157845.864,144669.951,10039.031,1244.4865,106612.401,3708.358,22,1,4,0,2
2025-04-02 22:00:00+00:00,240440.922,145108.575,10096.291,1117.1955,79607.607,802.791,22,2,4,0,2
2025-04-03 22:00:00+00:00,250189.645,132181.092,9772.455,1206.387,103344.454,2656.0,22,3,4,0,2
2025-04-04 22:00:00+00:00,142117.573,123965.183,10339.797,1219.6665,126479.88,4717.474,22,4,4,0,2
2025-04-05 22:00:00+00:00,92219.561,120731.348,10145.088,1360.1685,118424.453,7477.015,22,5,4,1,2
2025-04-06 22:00:00+00:00,65322.521,146947.134,10266.623,1336.9065,177412.235,17288.389,22,6,4,1,2
2025-04-07 22:00:00+00:00,67675.637,152157.515,10351.035,1277.0655,159495.285,20653.951,22,0,4,0,2
2025-04-08 22:00:00+00:00,90358.344,150657.932,9991.007,1283.378,153277.251,12838.938,22,1,4,0,2
2025-04-09 22:00:00+00:00,182093.362,133006.291,10655.817,1336.7955,138153.14,7618.789,22,2,4,0,2
2025-04-10 22:00:00+00:00,208047.308,139072.572,10116.636,1413.177,94605.558,3569.347,22,3,4,0,2
2025-04-11 22:00:00+00:00,92333.944,144242.627,10790.808,1489.3015,89002.149,421.946,22,4,4,0,2
2025-04-12 22:00:00+00:00,46468.728,127196.457,10437.506,1349.0295,124733.95,4652.518,22,5,4,1,2
2025-04-13 22:00:00+00:00,168553.48,134960.586,9643.01,1142.8595,111469.575,4814.259,22,6,4,1,2
2025-04-14 22:00:00+00:00,232069.629,120273.867,9913.579,1157.528,138048.686,6776.661,22,0,4,0,2
2025-04-15 22:00:00+00:00,263348.538,117835.23,10310.334,1096.989,149047.178,11541.378,22,1,4,0,2
2025-04-16 22:00:00+00:00,204389.665,114870.547,10138.914,1289.005,153651.73,7876.867,22,2,4,0,2
2025-04-17 22:00:00+00:00,177836.496,110953.619,10445.189,1276.3725,114274.821,7044.833,22,3,4,0,2
2025-04-18 22:00:00+00:00,227589.778,102744.299,9663.188,1214.6505,112428.898,9892.519,22,4,4,0,2
2025-04-19 22:00:00+00:00,131452.227,119077.936,10370.589,1397.944,117851.286,6471.893,22,5,4,1,2
2025-04-20 22:00:00+00:00,72057.997,148974.721,11262.79,1356.463,173872.428,10040.316,22,6,4,1,2
2025-04-21 22:00:00+00:00,101820.548,165198.118,10922.647,1241.5735,164201.313,11871.642,22,0,4,0,2
2025-04-22 22:00:00+00:00,109137.076,153809.709,10251.518,1266.987,205051.644,22996.255,22,1,4,0,2
2025-04-23 22:00:00+00:00,114482.122,136828.43,10664.029,1227.626,197502.28,24669.357,22,2,4,0,2
2025-04-24 22:00:00+00:00,77654.158,139491.512,11171.364,1158.954,187416.405,21058.416,22,3,4,0,2
2025-04-25 22:00:00+00:00,181214.892,105286.363,10164.612,1291.3075,162564.346,23211.547,22,4,4,0,2
2025-04-26 22:00:00+00:00,131026.245,90743.574,11304.623,1383.098,131844.009,27443.074,22,5,4,1,2
2025-04-27 22:00:00+00:00,58298.977,91169.749,5668.779,758.639,70222.0,9324.248,22,6,4,1,2
2025-04-28 22:00:00+00:00,89658.562,155071.93,2509.94,839.739,89755.677,4593.647,22,0,4,0,2
2025-04-29 22:00:00+00:00,223191.985,124794.71,8705.366,1207.068,103537.573,5673.744,22,1,4,0,2
2025-04-30 22:00:00+00:00,130871.338,107198.368,10052.447,1270.242,115997.335,10924.462,22,2,4,0,2
2025-05-01 22:00:00+00:00,181602.581,109845.994,10369.986,1255.8175,99468.562,5316.38,22,3,5,0,2
2025-05-02 22:00:00+00:00,89425.659,110144.985,10999.492,1357.723,133612.125,3337.87,22,4,5,0,2
2025-05-03 22:00:00+00:00,112932.896,102586.219,11630.738,1243.4615,112064.722,4063.742,22,5,5,1,2
2025-05-04 22:00:00+00:00,218087.581,116299.608,11111.153,1217.7825,119339.84,4138.351,22,6,5,1,2
2025-05-05 22:00:00+00:00,176063.017,124587.733,11369.105,1277.3565,133430.9,10496.438,22,0,5,0,2
2025-05-06 22:00:00+00:00,103315.344,143781.532,11430.653,1325.0515,165832.444,8755.719,22,1,5,0,2
2025-05-07 22:00:00+00:00,73228.292,161870.754,11039.085,1277.2105,128715.319,2571.304,22,2,5,0,2
2025-05-08 22:00:00+00:00,65986.674,161157.461,11750.628,1280.0205,146944.464,6336.489,22,3,5,0,2
2025-05-09 22:00:00+00:00,101791.69,126861.152,11678.04,1080.222,111971.294,6829.213,22,4,5,0,2
2025-05-10 22:00:00+00:00,84739.737,114838.997,10811.729,869.773,115778.406,13737.972,22,5,5,1,2
2025-05-11 22:00:00+00:00,77887.51,142666.368,10743.977,772.217,162461.999,20435.923,22,6,5,1,2
2025-05-12 22:00:00+00:00,45875.869,142248.77,9808.592,741.7875,151888.179,14703.624,22,0,5,0,2
2025-05-13 22:00:00+00:00,50157.751,138654.188,10066.529,796.525,156620.45,16394.089,22,1,5,0,2
2025-05-14 22:00:00+00:00,132184.839,130792.16,9964.86,836.391,137377.219,19229.457,22,2,5,0,2
2025-05-15 22:00:00+00:00,157335.933,123180.83,9468.023,835.7915,159348.052,22926.2,22,3,5,0,2
2025-05-16 22:00:00+00:00,60087.185,125516.859,9517.043,855.7165,155606.099,19347.35,22,4,5,0,2
2025-05-17 22:00:00+00:00,88450.929,110888.809,9404.037,834.2795,143512.952,18067.77,22,5,5,1,2
2025-05-18 22:00:00+00:00,135814.99,117708.491,9396.915,770.2225,159489.6,17130.934,22,6,5,1,2
2025-05-19 22:00:00+00:00,133766.177,113555.528,8927.063,791.4345,172671.42,21864.876,22,0,5,0,2
2025-05-20 22:00:00+00:00,101157.975,120722.355,9733.587,795.0745,189729.614,24364.663,22,1,5,0,2
2025-05-21 22:00:00+00:00,193956.36,107129.342,9494.656,797.939,168833.424,21220.849,22,2,5,0,2
2025-05-22 22:00:00+00:00,198452.199,97192.755,10364.625,835.1895,174854.864,18963.217,22,3,5,0,2
2025-05-23 22:00:00+00:00,108575.531,84414.391,11002.855,859.2655,168303.813,25692.848,22,4,5,0,2
2025-05-24 22:00:00+00:00,60259.937,71717.613,10893.799,848.7855,153243.808,25422.269,22,5,5,1,2
2025-05-25 22:00:00+00:00,108720.122,95577.281,10078.442,812.4535,202747.76,24257.469,22,6,5,1,2
2025-05-26 22:00:00+00:00,89943.405,90287.704,10395.245,826.675,209077.095,23781.575,22,0,5,0,2
2025-05-27 22:00:00+00:00,73860.591,103743.403,10685.733,771.3455,201538.514,23534.779,22,1,5,0,2
2025-05-28 22:00:00+00:00,73891.682,101399.664,10436.325,809.161,200802.061,21125.947,22,2,5,0,2
2025-05-29 22:00:00+00:00,81000.349,99717.515,11223.592,673.848,192120.433,18700.019,22,3,5,0,2
2025-05-30 22:00:00+00:00,69146.653,85776.365,11474.778,699.785,175322.495,20150.716,22,4,5,0,2
2025-05-31 22:00:00+00:00,111261.561,76777.742,10553.722,747.2445,147384.377,14000.132,22,5,5,1,2
2025-06-01 22:00:00+00:00,181686.4,86782.298,9287.551,987.2605,172245.728,12423.634,22,6,6,1,2
2025-06-02 22:00:00+00:00,105207.131,96132.934,8981.193,927.948,154891.08,7596.965,22,0,6,0,2
2025-06-03 22:00:00+00:00,89400.487,92246.168,9425.418,970.2445,198278.857,12128.221,22,1,6,0,2
2025-06-04 22:00:00+00:00,91828.797,82101.444,10252.541,1177.2585,209493.929,20920.469,22,2,6,0,2
2025-06-05 22:00:00+00:00,72855.473,87981.598,10777.111,587.8785,224382.212,24065.679,22,3,6,0,2
2025-06-06 22:00:00+00:00,73009.714,70221.426,10321.509,641.854,190938.546,23324.75,22,4,6,0,2
2025-06-07 22:00:00+00:00,89672.256,55947.728,9987.76,730.1245,168044.235,22486.536,22,5,6,1,2
2025-06-08 22:00:00+00:00,98061.646,82413.575,10195.328,671.744,192568.276,10439.619,22,6,6,1,2
2025-06-09 22:00:00+00:00,105419.673,105278.762,10519.417,634.1895,162838.464,3278.332,22,0,6,0,2
2025-06-10 22:00:00+00:00,156761.412,80739.804,10369.202,719.7,166053.936,11267.077,22,1,6,0,2
2025-06-11 22:00:00+00:00,90891.355,78806.175,10354.073,703.729,218497.781,20402.354,22,2,6,0,2
2025-06-12 22:00:00+00:00,100389.91,81096.795,10707.222,685.689,211064.752,21710.741,22,3,6,0,2
2025-06-13 22:00:00+00:00,74341.96,59426.298,10889.567,715.991,194455.642,19274.317,22,4,6,0,2
2025-06-14 22:00:00+00:00,158355.934,50536.193,10524.928,712.4845,172310.439,18764.973,22,5,6,1,2
2025-06-15 22:00:00+00:00,142688.806,65104.192,10554.77,692.824,212440.408,17062.111,22,6,6,1,2
2025-06-16 22:00:00+00:00,95458.99,90194.557,11079.54,672.291,215337.356,18046.054,22,0,6,0,2
2025-06-17 22:00:00+00:00,67252.665,99113.687,11177.905,669.1605,218033.099,15370.897,22,1,6,0,2
2025-06-18 22:00:00+00:00,89907.846,100775.27,9910.707,732.869,185840.82,9366.693,22,2,6,0,2
2025-06-19 22:00:00+00:00,79463.61,94587.472,10683.865,797.9705,222681.867,14624.965,22,3,6,0,2
2025-06-20 22:00:00+00:00,81412.769,71062.334,11147.239,821.4595,210313.788,18683.545,22,4,6,0,2
2025-06-21 22:00:00+00:00,93916.472,59312.744,11182.78,815.2325,182558.006,18327.374,22,5,6,1,2
2025-06-22 22:00:00+00:00,114416.158,76950.176,10198.334,797.669,192098.771,10906.395,22,6,6,1,2
2025-06-23 22:00:00+00:00,145306.995,75872.369,10738.123,784.922,178100.768,6683.925,22,0,6,0,2
2025-06-24 22:00:00+00:00,132203.01,80647.667,11129.778,831.2495,224031.001,16945.521,22,1,6,0,2
2025-06-25 22:00:00+00:00,106345.298,78843.824,11248.361,859.8035,236033.388,22682.285,22,2,6,0,2
2025-06-26 22:00:00+00:00,73009.485,91182.201,10275.756,883.4215,227969.186,21368.225,22,3,6,0,2
2025-06-27 22:00:00+00:00,82480.954,70314.9,10582.782,957.7945,222959.978,19529.502,22,4,6,0,2
2025-06-28 22:00:00+00:00,83164.669,65858.377,10956.09,912.164,209560.095,18159.679,22,5,6,1,2
2025-06-29 22:00:00+00:00,87902.108,97333.031,10302.816,876.501,197772.945,16385.645,22,6,6,1,2
2025-06-30 22:00:00+00:00,83691.334,107014.018,11042.854,1109.085,200505.793,16393.551,22,0,6,0,2
2025-07-01 22:00:00+00:00,156742.823,96533.304,11989.43,1332.0205,186879.291,20451.378,22,1,7,0,3
2025-07-02 22:00:00+00:00,202561.466,88403.885,11789.312,1403.391,192833.146,20661.689,22,2,7,0,3
2025-07-03 22:00:00+00:00,152326.421,85500.039,11592.976,1279.2085,203138.284,22710.046,22,3,7,0,3
2025-07-04 22:00:00+00:00,148888.245,64017.852,11388.903,1230.72,196957.362,24677.268,22,4,7,0,3
2025-07-05 22:00:00+00:00,111241.03,53299.506,11405.659,1288.765,195212.033,24094.065,22,5,7,1,3
2025-07-06 22:00:00+00:00,181729.572,55464.536,11897.037,1775.6325,227564.512,23020.659,22,6,7,1,3
2025-07-07 22:00:00+00:00,218325.729,51931.21,11981.997,1966.615,206800.519,22391.205,22,0,7,0,3
2025-07-08 22:00:00+00:00,116115.003,84419.002,12225.484,1972.202,183060.913,21297.285,22,1,7,0,3
2025-07-09 22:00:00+00:00,60744.183,80990.163,12546.812,1817.851,214890.59,21072.009,22,2,7,0,3
2025-07-10 22:00:00+00:00,99799.913,75194.973,12491.351,2053.057,201754.792,19271.75,22,3,7,0,3
2025-07-11 22:00:00+00:00,71324.273,66743.504,12040.656,1982.588,172213.534,13119.146,22,4,7,0,3
2025-07-12 22:00:00+00:00,41125.36,52934.144,11852.367,2113.9335,198584.666,22649.008,22,5,7,1,3
2025-07-13 22:00:00+00:00,88252.558,62552.801,11805.212,2135.6725,222760.686,25851.894,22,6,7,1,3
2025-07-14 22:00:00+00:00,111966.763,63009.854,11472.511,2035.5995,233607.147,25799.223,22,0,7,0,3
2025-07-15 22:00:00+00:00,76320.909,69552.591,11123.902,2017.3945,235876.317,25621.563,22,1,7,0,3
2025-07-16 22:00:00+00:00,75327.129,74790.452,11314.455,1942.7825,219275.432,25295.077,22,2,7,0,3
2025-07-17 22:00:00+00:00,137488.375,65397.917,11151.86,1844.5195,209111.887,24371.384,22,3,7,0,3
2025-07-18 22:00:00+00:00,169943.791,37602.738,11089.309,1809.996,185523.572,22346.981,22,4,7,0,3
2025-07-19 22:00:00+00:00,180101.019,33007.97,10611.285,1704.042,164908.425,23295.873,22,5,7,1,3
2025-07-20 22:00:00+00:00,117023.382,51840.565,9847.183,1581.553,228338.51,24326.347,22,6,7,1,3
2025-07-21 22:00:00+00:00,80811.552,63737.789,11041.102,1835.9475,218763.064,24829.457,22,0,7,0,3
2025-07-22 22:00:00+00:00,139204.88,81458.01,11726.536,1766.3345,160314.361,15211.051,22,1,7,0,3
2025-07-23 22:00:00+00:00,240285.915,48150.489,11344.969,1527.265,168231.733,16711.793,22,2,7,0,3
2025-07-24 22:00:00+00:00,209078.823,36856.798,10141.704,1510.6385,188763.245,16532.933,22,3,7,0,3
2025-07-25 22:00:00+00:00,175462.846,33749.509,10177.228,1549.5315,198697.414,19135.228,22,4,7,0,3
2025-07-26 22:00:00+00:00,139489.874,36286.892,10826.559,1519.979,180097.001,22391.105,22,5,7,1,3
2025-07-27 22:00:00+00:00,217210.959,38633.901,11317.641,1435.527,197445.035,22781.28,22,6,7,1,3
2025-07-28 22:00:00+00:00,229940.123,40724.472,10801.738,1464.4045,179980.114,19643.675,22,0,7,0,3
2025-07-29 22:00:00+00:00,202525.297,46876.984,10069.787,1523.866,197493.105,16962.046,22,1,7,0,3
2025-07-30 22:00:00+00:00,190194.93,50172.965,9937.691,1506.751,205313.616,17940.544,22,2,7,0,3
2025-07-31 22:00:00+00:00,195479.477,47492.847,9659.614,1497.8305,191835.669,18337.766,22,3,7,0,3
2025-08-01 22:00:00+00:00,207586.83,33692.414,9736.068,1580.114,191999.058,18788.764,22,4,8,0,3
2025-08-02 22:00:00+00:00,166881.745,33758.824,10850.802,1586.652,173156.255,19853.5,22,5,8,1,3
2025-08-03 22:00:00+00:00,97327.325,59833.747,10788.321,1694.315,211391.932,14891.661,22,6,8,1,3
2025-08-04 22:00:00+00:00,172269.289,54198.264,10158.289,1920.8335,194308.784,16423.402,22,0,8,0,3
2025-08-05 22:00:00+00:00,107653.722,74688.038,9628.65,1970.1245,198078.13,16885.358,22,1,8,0,3
2025-08-06 22:00:00+00:00,59662.851,84743.35,10282.289,1909.2095,224774.57,17345.366,22,2,8,0,3
2025-08-07 22:00:00+00:00,94398.722,73686.465,10702.675,2147.9325,206299.137,17294.842,22,3,8,0,3
2025-08-08 22:00:00+00:00,100646.306,59158.133,10713.529,1917.6495,201323.088,18851.12,22,4,8,0,3
2025-08-09 22:00:00+00:00,103130.502,50117.293,10555.789,1790.919,180981.426,19203.245,22,5,8,1,3
2025-08-10 22:00:00+00:00,76945.245,76472.551,9514.31,2211.264,213391.299,19125.153,22,6,8,1,3
2025-08-11 22:00:00+00:00,97959.032,90871.546,9184.903,2237.0305,182353.769,15387.688,22,0,8,0,3
2025-08-12 22:00:00+00:00,91070.733,85925.137,9104.263,2199.959,176073.608,14717.516,22,1,8,0,3
2025-08-13 22:00:00+00:00,103153.106,67318.021,10763.441,2180.463,189779.922,15636.255,22,2,8,0,3
2025-08-14 22:00:00+00:00,90725.666,53289.195,11784.838,2203.9145,198268.902,19200.884,22,3,8,0,3
2025-08-15 22:00:00+00:00,47870.321,59550.799,12211.053,2247.609,195452.35,15527.551,22,4,8,0,3
2025-08-16 22:00:00+00:00,51133.998,55070.611,11551.828,2199.5335,178525.628,12032.019,22,5,8,1,3
2025-08-17 22:00:00+00:00,106856.652,73297.924,11721.617,2025.3735,144917.763,3907.807,22,6,8,1,3
2025-08-18 22:00:00+00:00,145824.279,50574.337,11300.522,1705.564,179903.052,13131.797,22,0,8,0,3
2025-08-19 22:00:00+00:00,162916.173,44506.233,11608.7,1717.4065,173980.77,15624.403,22,1,8,0,3
2025-08-20 22:00:00+00:00,148291.92,45171.394,11985.821,1925.8895,193643.149,17165.361,22,2,8,0,3
2025-08-21 22:00:00+00:00,157293.301,46947.985,11751.433,1734.947,188552.797,14362.976,22,3,8,0,3
2025-08-22 22:00:00+00:00,70684.943,54998.446,11112.643,1546.7345,196544.234,18726.275,22,4,8,0,3
2025-08-23 22:00:00+00:00,46678.923,50366.112,11180.729,1711.4165,163878.268,11684.264,22,5,8,1,3
2025-08-24 22:00:00+00:00,83701.895,75415.418,11394.276,2125.832,164240.039,11755.816,22,6,8,1,3
2025-08-25 22:00:00+00:00,80712.342,75472.642,11519.469,2123.199,172406.841,6403.025,22,0,8,0,3
2025-08-26 22:00:00+00:00,98692.094,70042.168,11664.664,2082.0535,172216.243,11125.483,22,1,8,0,3
2025-08-27 22:00:00+00:00,189024.838,46231.586,10846.222,2110.53,170077.317,18373.916,22,2,8,0,3
2025-08-28 22:00:00+00:00,183693.522,39286.938,10717.313,1729.7525,164189.226,19367.024,22,3,8,0,3
2025-08-29 22:00:00+00:00,113786.006,34399.427,11168.542,1506.085,185838.977,20122.944,22,4,8,0,3
2025-08-30 22:00:00+00:00,152031.282,28524.465,11468.827,1509.2525,138818.388,16850.402,22,5,8,1,3
2025-08-31 22:00:00+00:00,191354.63,35085.682,11205.837,1625.1545,180199.925,17360.538,22,6,8,1,3
2025-09-01 22:00:00+00:00,134193.678,41401.113,11215.606,2141.485,176333.486,19731.756,22,0,9,0,3
2025-09-02 22:00:00+00:00,128790.532,50310.297,10725.716,2120.2535,184071.565,21104.549,22,1,9,0,3
2025-09-03 22:00:00+00:00,117277.77,47506.881,10675.008,2132.261,194329.585,17044.578,22,2,9,0,3
2025-09-04 22:00:00+00:00,170449.471,52718.884,10727.381,2078.4515,178797.641,14664.3,22,3,9,0,3
2025-09-05 22:00:00+00:00,215654.991,35540.761,10735.113,1659.856,146499.43,10804.026,22,4,9,0,3
2025-09-06 22:00:00+00:00,157264.911,42863.331,11699.742,1349.3425,118430.822,4195.059,22,5,9,1,3
2025-09-07 22:00:00+00:00,136868.659,63493.103,12443.49,1264.526,166761.04,7490.877,22,6,9,1,3
2025-09-08 22:00:00+00:00,138095.46,59944.337,11909.088,1267.3825,177431.538,8904.673,22,0,9,0,3
2025-09-09 22:00:00+00:00,204426.975,46500.442,11132.237,1381.521,149042.815,16176.833,22,1,9,0,3
2025-09-10 22:00:00+00:00,145250.904,48850.448,10967.511,1497.16,178638.607,19189.693,22,2,9,0,3
2025-09-11 22:00:00+00:00,74595.825,68118.298,11041.443,1553.7135,191887.524,18492.487,22,3,9,0,3
2025-09-12 22:00:00+00:00,78090.55,54790.409,11297.327,1543.9585,167479.598,17036.231,22,4,9,0,3
2025-09-13 22:00:00+00:00,79493.896,46924.637,11194.582,1528.413,177717.913,17864.882,22,5,9,1,3
2025-09-14 22:00:00+00:00,92543.48,61751.156,10988.652,1433.871,200678.879,18173.947,22,6,9,1,3
2025-09-15 22:00:00+00:00,95911.83,62665.623,11654.947,1402.553,197268.953,17314.238,22,0,9,0,3
2025-09-16 22:00:00+00:00,48407.231,77759.748,11626.365,1442.7665,196534.337,16190.129,22,1,9,0,3
2025-09-17 22:00:00+00:00,81176.949,73109.181,11770.975,1460.6445,180170.26,12694.761,22,2,9,0,3
2025-09-18 22:00:00+00:00,158632.022,79999.398,11942.398,1444.516,144279.789,5051.26,22,3,9,0,3
2025-09-19 22:00:00+00:00,150535.965,56507.996,11724.148,1256.8425,155363.921,10427.257,22,4,9,0,3
2025-09-20 22:00:00+00:00,166436.359,30921.492,10683.698,1461.7245,128973.415,10224.321,22,5,9,1,3
2025-09-21 22:00:00+00:00,163193.93,39974.199,9933.364,1508.615,170826.794,15160.41,22,6,9,1,3
2025-09-22 22:00:00+00:00,180615.736,35193.366,9050.936,1514.7815,163520.381,17748.749,22,0,9,0,3
2025-09-23 22:00:00+00:00,162979.413,45035.784,9939.718,1477.7925,165501.522,11817.609,22,1,9,0,3
2025-09-24 22:00:00+00:00,105597.008,62838.993,10555.358,1510.826,179767.913,13489.55,22,2,9,0,3
2025-09-25 22:00:00+00:00,40784.78,70596.257,11300.237,1493.9305,185783.732,15045.953,22,3,9,0,3
2025-09-26 22:00:00+00:00,81329.306,59548.678,10477.8,1402.6555,140359.38,8997.806,22,4,9,0,3
2025-09-27 22:00:00+00:00,165344.038,38678.903,10951.05,1196.1945,90778.916,1697.614,22,5,9,1,3
2025-09-28 22:00:00+00:00,189228.687,50687.034,10292.889,1040.4915,112175.015,3214.755,22,6,9,1,3
2025-09-29 22:00:00+00:00,138121.157,63879.492,11022.477,1019.9755,147978.792,8773.269,22,0,9,0,3
2025-09-30 22:00:00+00:00,82771.771,67665.718,10436.186,916.2945,177324.662,15040.912,22,1,9,0,3
2025-10-01 22:00:00+00:00,53265.164,69680.582,10472.516,1130.6225,178952.226,14201.796,22,2,10,0,4
2025-10-02 22:00:00+00:00,45242.106,81707.026,10567.256,1317.7555,162109.008,14740.474,22,3,10,0,4
2025-10-03 22:00:00+00:00,122285.411,40967.845,10378.106,1369.277,156927.339,13651.054,22,4,10,0,4
2025-10-04 22:00:00+00:00,198109.515,23874.353,9972.001,1402.468,126267.443,19127.674,22,5,10,1,4
2025-10-05 22:00:00+00:00,125551.634,67954.57,10449.887,1709.163,142191.271,10890.229,22,6,10,1,4
2025-10-06 22:00:00+00:00,40092.381,82874.005,10750.633,2028.6085,167990.349,11373.794,22,0,10,0,4
2025-10-07 22:00:00+00:00,93769.083,85630.132,11080.896,1976.7215,144995.852,10742.695,22,1,10,0,4
2025-10-08 22:00:00+00:00,234992.447,57132.563,10434.586,1981.9315,134825.44,9953.498,22,2,10,0,4
2025-10-09 22:00:00+00:00,212110.037,54222.535,11033.792,1983.164,132293.44,8284.571,22,3,10,0,4
2025-10-10 22:00:00+00:00,116773.751,45182.827,10481.124,1808.302,141711.647,11591.025,22,4,10,0,4
2025-10-11 22:00:00+00:00,117849.948,42560.819,10599.734,1885.0015,124076.514,7463.517,22,5,10,1,4
2025-10-12 22:00:00+00:00,49486.368,68871.505,10525.914,1971.144,122061.303,6982.488,22,6,10,1,4
2025-10-13 22:00:00+00:00,23236.763,73282.257,10550.691,1952.9375,151107.889,8645.593,22,0,10,0,4
2025-10-14 22:00:00+00:00,35574.062,68761.859,11048.444,1637.553,141476.961,6504.547,22,1,10,0,4
2025-10-15 22:00:00+00:00,50567.949,75741.192,11216.934,1515.0645,122972.691,2189.627,22,2,10,0,4
2025-10-16 22:00:00+00:00,53964.207,65598.176,10507.773,1648.736,141757.033,8868.658,22,3,10,0,4
2025-10-17 22:00:00+00:00,66933.45,63772.17,10100.387,1879.0875,148539.583,9508.121,22,4,10,0,4
2025-10-18 22:00:00+00:00,207206.882,30427.92,10596.203,1709.71,106694.348,5893.053,22,5,10,1,4
2025-10-19 22:00:00+00:00,289705.714,40064.459,10263.44,1453.225,105394.884,3109.074,22,6,10,1,4
2025-10-20 22:00:00+00:00,317042.296,48938.961,10170.364,1004.968,85691.01,1115.397,22,0,10,0,4
2025-10-21 22:00:00+00:00,360669.003,35100.843,8912.078,1100.781,99056.987,3562.284,22,1,10,0,4
2025-10-22 22:00:00+00:00,328715.754,26711.738,9091.271,1101.338,120360.705,5547.743,22,2,10,0,4
2025-10-23 22:00:00+00:00,125591.076,65306.96,10826.737,1128.865,121723.937,7521.647,22,3,10,0,4
2025-10-24 22:00:00+00:00,117516.896,63620.625,10906.196,1217.3705,106093.551,6671.563,22,4,10,0,4
2025-10-25 22:00:00+00:00,195859.908,36954.453,10399.244,1327.57,99660.921,1990.631,22,5,10,1,4
2025-10-26 23:00:00+00:00,99555.44,60149.504,9959.607,1302.4835,150310.339,6591.936,23,6,10,1,4
2025-10-27 23:00:00+00:00,99193.029,62512.431,10363.29,1962.136,120956.822,2627.582,23,0,10,0,4
2025-10-28 23:00:00+00:00,175350.421,61967.422,10583.709,2165.571,56387.816,722.214,23,1,10,0,4
2025-10-29 23:00:00+00:00,181308.814,53256.478,10507.922,2050.2345,91524.163,1359.19,23,2,10,0,4
2025-10-30 23:00:00+00:00,264793.737,37026.118,9679.2,1896.3505,83711.319,561.486,23,3,10,0,4
2025-10-31 23:00:00+00:00,200026.697,34230.92,11025.519,1454.2255,92276.46,2814.786,23,4,10,0,4
2025-11-01 23:00:00+00:00,176022.458,25378.775,9732.497,1603.079,113467.928,4367.012,23,5,11,1,4
2025-11-02 23:00:00+00:00,97882.305,54698.729,9167.522,1890.8315,148817.815,9258.842,23,6,11,1,4
